DATA;CONTA; VALOR ;MINISTÉRIO;TRANSAÇÃO;MOVIMENTO;VERSAO
2024/12/17;MPAGO;-71.62;EVENTOS;SAÍDAS;EXTRAORDINÁRIO;REALIZADO
2024/12/17;MPAGO;-110.07;EVENTOS;SAÍDAS;EXTRAORDINÁRIO;REALIZADO
2024/12/18;SUBMERSO;1350.73;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2024/12/18;MPAGO;350.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2024/12/19;MPAGO;-96.00;EVENTOS;SAÍDAS;EXTRAORDINÁRIO;REALIZADO
2024/12/20;SUBMERSO;2500.00;ALUGUEL;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2024/12/20;SUBMERSO;500.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2024/12/23;SUBMERSO;440.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2024/12/23;MPAGO;-2000.00;ALUGUEL;SAÍDAS;ORDINÁRIO;REALIZADO
2024/12/23;MPAGO;-347.98;EVENTOS;SAÍDAS;EXTRAORDINÁRIO;REALIZADO
2024/12/31;AP.MPAGO;31.84;FINANCEIRO;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2024/12/31;SUBMERSO;-25148.41;FINANCEIRO;ENTRE CONTAS;ORDINÁRIO;REALIZADO
2024/12/31;MPAGO;25148.41;FINANCEIRO;ENTRE CONTAS;ORDINÁRIO;REALIZADO
2024/12/31;PLANTACAO;-694.55;FINANCEIRO;ENTRE CONTAS;ORDINÁRIO;REALIZADO
2024/12/31;MPAGO;694.55;FINANCEIRO;ENTRE CONTAS;ORDINÁRIO;REALIZADO
2025/12/18;AP.MPAGO;-400.00;FINANCEIRO;ENTRE CONTAS;ORDINÁRIO;REALIZADO
2025/01/02;MPAGO;-100.00;MISSÕES;SAÍDAS;ORDINÁRIO;REALIZADO
2025/01/02;IBNT;-83160.00;FINANCEIRO;ENTRE CONTAS;ORDINÁRIO;REALIZADO
2025/01/02;SICREDI;83160.00;FINANCEIRO;ENTRE CONTAS;ORDINÁRIO;REALIZADO
2025/01/02;SICREDI;-80000.00;FINANCEIRO;ENTRE CONTAS;ORDINÁRIO;REALIZADO
2025/01/02;AP.SICREDI;80000.00;FINANCEIRO;ENTRE CONTAS;ORDINÁRIO;REALIZADO
2025/01/03;SICREDI;-100.00;FINANCEIRO;SAÍDAS;ORDINÁRIO;REALIZADO
2025/12/18;MPAGO;400.00;FINANCEIRO;ENTRE CONTAS;ORDINÁRIO;REALIZADO
2025/01/08;SICREDI;2945.11;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/12/18;MPAGO;-400.00;FINANCEIRO;SAÍDAS;ORDINÁRIO;REALIZADO
2025/01/08;AP.SICREDI;167.62;FINANCEIRO;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/01/08;AP.MPAGO;38.29;FINANCEIRO;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/01/08;SICREDI;-750.00;MISSÕES;SAÍDAS;EXTRAORDINÁRIO;REALIZADO
2025/01/13;SICREDI;3000.00;IBNT;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/01/15;SICREDI;960.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/01/15;MPAGO;237.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/01/20;SICREDI;-74.25;FINANCEIRO;SAÍDAS;ORDINÁRIO;REALIZADO
2025/01/20;SICREDI;2000.00;ALUGUEL;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/01/22;SICREDI;740.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/01/22;MPAGO;220.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/01/23;SICREDI;-100.00;CAPACITAÇÃO;SAÍDAS;EXTRAORDINÁRIO;REALIZADO
2025/01/28;SICREDI;-2000.00;ALUGUEL;SAÍDAS;ORDINÁRIO;REALIZADO
2025/01/29;MPAGO;150.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/01/29;SICREDI;792.90;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/01/29;MPAGO;220.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/12/01;AP.MPAGO;-400.00;FINANCEIRO;ENTRE CONTAS;ORDINÁRIO;REALIZADO
2025/01/30;AP.MPAGO;130.91;FINANCEIRO;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/01/30;AP.SICREDI;577.80;FINANCEIRO;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/02/01;AP.SICREDI;109.33;FINANCEIRO;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/02/03;MPAGO;-500.00;MISSÕES;SAÍDAS;EXTRAORDINÁRIO;REALIZADO
2025/02/03;MPAGO;-100.00;MISSÕES;SAÍDAS;ORDINÁRIO;REALIZADO
2025/02/05;MPAGO;50.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/02/05;SICREDI;1429.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/02/05;MPAGO;14.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/02/05;MPAGO;-46.36;BOAS VINDAS;SAÍDAS;ORDINÁRIO;REALIZADO
2025/02/06;SICREDI;-136.00;MISSÕES;SAÍDAS;EXTRAORDINÁRIO;REALIZADO
2025/02/07;SICREDI;-30.00;MISSÕES;SAÍDAS;EXTRAORDINÁRIO;REALIZADO
2025/02/07;SICREDI;-121.62;MISSÕES;SAÍDAS;EXTRAORDINÁRIO;REALIZADO
2025/02/07;SICREDI;-126.92;MISSÕES;SAÍDAS;EXTRAORDINÁRIO;REALIZADO
2025/02/07;SICREDI;-41.80;MISSÕES;SAÍDAS;EXTRAORDINÁRIO;REALIZADO
2025/02/07;SICREDI;-42.80;MISSÕES;SAÍDAS;EXTRAORDINÁRIO;REALIZADO
2025/02/08;SICREDI;-136.00;MISSÕES;SAÍDAS;EXTRAORDINÁRIO;REALIZADO
2025/02/10;SICREDI;190.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/02/10;SICREDI;-100.00;FINANCEIRO;SAÍDAS;ORDINÁRIO;REALIZADO
2025/02/12;MPAGO;652.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/02/12;SICREDI;1080.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/02/17;SICREDI;-10000.00;FINANCEIRO;ENTRE CONTAS;ORDINÁRIO;REALIZADO
2025/02/17;AP.SICREDI;10000.00;FINANCEIRO;ENTRE CONTAS;ORDINÁRIO;REALIZADO
2025/02/19;SICREDI;200.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/02/19;SICREDI;580.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/02/20;SICREDI;2000.00;ALUGUEL;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/02/20;SICREDI;-74.25;FINANCEIRO;SAÍDAS;ORDINÁRIO;REALIZADO
2025/02/20;SICREDI;-295.00;LOUVOR;SAÍDAS;ORDINÁRIO;REALIZADO
2025/02/21;AP.SICREDI;420.20;FINANCEIRO;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/02/21;SICREDI;3000.00;IBNT;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/02/24;SICREDI;-2000.00;ALUGUEL;SAÍDAS;ORDINÁRIO;REALIZADO
2025/02/26;MPAGO;200.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/02/26;SICREDI;800.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/12/01;MPAGO;400.00;FINANCEIRO;ENTRE CONTAS;ORDINÁRIO;REALIZADO
2025/02/28;AP.MPAGO;111.64;FINANCEIRO;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/02/28;AP.SICREDI;247.35;FINANCEIRO;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/03/05;MPAGO;310.60;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/03/05;SICREDI;1665.55;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/03/07;MPAGO;-4000.00;FINANCEIRO;ENTRE CONTAS;ORDINÁRIO;REALIZADO
2025/03/07;AP.MPAGO;4000.00;FINANCEIRO;ENTRE CONTAS;ORDINÁRIO;REALIZADO
2025/03/07;AP.MPAGO;21.04;FINANCEIRO;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/03/07;MPAGO;-100.00;MISSÕES;SAÍDAS;ORDINÁRIO;REALIZADO
2025/03/07;AP.SICREDI;82.59;FINANCEIRO;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/03/07;SICREDI;3000.00;IBNT;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/03/10;SICREDI;-100.00;FINANCEIRO;SAÍDAS;ORDINÁRIO;REALIZADO
2025/03/12;SICREDI;1670.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/03/12;MPAGO;554.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/03/13;AP.SICREDI;165.42;FINANCEIRO;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/03/13;AP.MPAGO;34.17;FINANCEIRO;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/03/19;SICREDI;2500.00;ALUGUEL;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/03/19;SICREDI;1081.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/03/19;MPAGO;300.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/03/20;SICREDI;-74.25;FINANCEIRO;SAÍDAS;ORDINÁRIO;REALIZADO
2025/03/23;SICREDI;-1000.00;COMUNICAÇÃO;SAÍDAS;ORDINÁRIO;REALIZADO
2025/11/30;MPAGO;-400.00;FINANCEIRO;SAÍDAS;ORDINÁRIO;REALIZADO
2025/03/24;SICREDI;-2000.00;ALUGUEL;SAÍDAS;ORDINÁRIO;REALIZADO
2025/03/24;SICREDI;-135.90;COMUNICAÇÃO;SAÍDAS;ORDINÁRIO;REALIZADO
2025/03/26;SICREDI;2130.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/03/26;MPAGO;202.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/03/31;AP.MPAGO;107.22;FINANCEIRO;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/03/31;AP.SICREDI;563.40;FINANCEIRO;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/04/01;MPAGO;-100.00;MISSÕES;SAÍDAS;ORDINÁRIO;REALIZADO
2025/04/01;SICREDI;9108.00;IBNT;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/04/02;SICREDI;1565.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/04/02;MPAGO;276.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/04/07;SICREDI;800.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/04/08;SICREDI;-9746.76;PREBENDA BRUTA;SAÍDAS;ORDINÁRIO;REALIZADO
2025/04/09;SICREDI;3648.88;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/04/09;MPAGO;50.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/04/09;MPAGO;506.35;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/04/10;SICREDI;-100.00;FINANCEIRO;SAÍDAS;ORDINÁRIO;REALIZADO
2025/04/14;SICREDI;-2245.44;PREBENDA BRUTA;SAÍDAS;ORDINÁRIO;REALIZADO
2025/04/16;SICREDI;950.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/04/17;SICREDI;3825.00;ALUGUEL;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/04/22;SICREDI;-3825.00;ALUGUEL;SAÍDAS;ORDINÁRIO;REALIZADO
2025/04/22;SICREDI;-74.25;FINANCEIRO;SAÍDAS;ORDINÁRIO;REALIZADO
2025/04/22;SICREDI;140.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/04/23;MPAGO;-1109.63;FINANCEIRO;ENTRE CONTAS;ORDINÁRIO;REALIZADO
2025/04/23;AP.MPAGO;1109.63;FINANCEIRO;ENTRE CONTAS;ORDINÁRIO;REALIZADO
2025/04/23;SICREDI;1110.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/04/23;MPAGO;150.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/04/25;SICREDI;-550.00;LOUVOR;SAÍDAS;ORDINÁRIO;REALIZADO
2025/04/28;SICREDI;10.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/10/29;MPAGO;-400.00;FINANCEIRO;SAÍDAS;ORDINÁRIO;REALIZADO
2025/04/30;AP.MPAGO;190.30;FINANCEIRO;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/04/30;AP.SICREDI;896.55;FINANCEIRO;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/05/01;MPAGO;-100.00;MISSÕES;SAÍDAS;ORDINÁRIO;REALIZADO
2025/05/04;MPAGO;-51.18;BOAS VINDAS;SAÍDAS;ORDINÁRIO;REALIZADO
2025/05/04;MPAGO;254.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/05/05;SICREDI;9108.00;IBNT;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/05/05;SICREDI;670.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/05/06;SICREDI;-79.00;INFANTIL;SAÍDAS;ORDINÁRIO;REALIZADO
2025/05/07;SICREDI;-9746.76;PREBENDA BRUTA;SAÍDAS;ORDINÁRIO;REALIZADO
2025/05/08;SICREDI;2550.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/05/08;SICREDI;100.00;EVENTOS;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/05/10;MPAGO;-54.90;INFANTIL;SAÍDAS;ORDINÁRIO;REALIZADO
2025/05/11;MPAGO;564.25;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/05/12;SICREDI;2165.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/05/12;SICREDI;-100.00;FINANCEIRO;SAÍDAS;ORDINÁRIO;REALIZADO
2025/05/13;MPAGO;-1000.00;FINANCEIRO;ENTRE CONTAS;ORDINÁRIO;REALIZADO
2025/05/13;AP.MPAGO;1000.00;FINANCEIRO;ENTRE CONTAS;ORDINÁRIO;REALIZADO
2025/05/14;MPAGO;-54.92;EVENTOS;SAÍDAS;EXTRAORDINÁRIO;REALIZADO
2025/05/14;MPAGO;-41.50;EVENTOS;SAÍDAS;EXTRAORDINÁRIO;REALIZADO
2025/05/18;SICREDI;1010.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/05/18;MPAGO;254.50;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/05/20;SICREDI;-74.25;FINANCEIRO;SAÍDAS;ORDINÁRIO;REALIZADO
2025/05/20;SICREDI;3825.00;ALUGUEL;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/05/20;SICREDI;-2245.44;PREBENDA BRUTA;SAÍDAS;ORDINÁRIO;REALIZADO
2025/05/25;MPAGO;224.50;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/05/25;SICREDI;1370.15;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/05/26;SICREDI;-3825.00;ALUGUEL;SAÍDAS;ORDINÁRIO;REALIZADO
2025/09/30;SICREDI;-400.00;FINANCEIRO;SAÍDAS;ORDINÁRIO;REALIZADO
2025/05/30;AP.MPAGO;229.02;FINANCEIRO;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/05/30;AP.SICREDI;976.30;FINANCEIRO;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/06/01;SICREDI;1600.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/06/01;SICREDI;9108.00;IBNT;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/06/01;MPAGO;324.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/06/02;MPAGO;-100.00;MISSÕES;SAÍDAS;ORDINÁRIO;REALIZADO
2025/06/02;MPAGO;-1000.00;FINANCEIRO;ENTRE CONTAS;ORDINÁRIO;REALIZADO
2025/06/02;AP.MPAGO;1000.00;FINANCEIRO;ENTRE CONTAS;ORDINÁRIO;REALIZADO
2025/06/02;MPAGO;-79.00;INFANTIL;SAÍDAS;ORDINÁRIO;REALIZADO
2025/06/05;SICREDI;-9746.76;PREBENDA BRUTA;SAÍDAS;ORDINÁRIO;REALIZADO
2025/06/08;MPAGO;787.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/06/08;SICREDI;3980.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/06/15;MPAGO;370.80;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/06/15;SICREDI;1050.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/06/15;MPAGO;-27.98;LOUVOR;SAÍDAS;ORDINÁRIO;REALIZADO
2025/06/16;SICREDI;-2245.44;PREBENDA BRUTA;SAÍDAS;ORDINÁRIO;REALIZADO
2025/06/18;MPAGO;-49.97;SOCIAL;SAÍDAS;ORDINÁRIO;REALIZADO
2025/06/20;SICREDI;-74.25;FINANCEIRO;SAÍDAS;ORDINÁRIO;REALIZADO
2025/06/22;MPAGO;255.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/06/22;SICREDI;970.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/06/22;SICREDI;3000.00;CAMPANHAS;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/06/24;MPAGO;-1000.00;FINANCEIRO;ENTRE CONTAS;ORDINÁRIO;REALIZADO
2025/06/24;AP.MPAGO;1000.00;FINANCEIRO;ENTRE CONTAS;ORDINÁRIO;REALIZADO
2025/06/24;SICREDI;-3825.00;ALUGUEL;SAÍDAS;ORDINÁRIO;REALIZADO
2025/06/26;SICREDI;3825.00;ALUGUEL;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/06/27;AP.MPAGO;254.89;FINANCEIRO;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/06/27;AP.SICREDI;1094.90;FINANCEIRO;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/06/29;MPAGO;232.50;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/06/29;SICREDI;2749.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/08/26;SICREDI;-400.00;FINANCEIRO;SAÍDAS;ORDINÁRIO;REALIZADO
2025/07/01;MPAGO;-79.00;INFANTIL;SAÍDAS;ORDINÁRIO;REALIZADO
2025/07/01;MPAGO;-100.00;MISSÕES;SAÍDAS;ORDINÁRIO;REALIZADO
2025/07/01;SICREDI;6000.00;IBNT;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/07/06;MPAGO;428.50;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/07/06;SICREDI;2651.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/07/08;SICREDI;-9746.76;PREBENDA BRUTA;SAÍDAS;ORDINÁRIO;REALIZADO
2025/07/11;MPAGO;-28.49;BOAS VINDAS;SAÍDAS;ORDINÁRIO;REALIZADO
2025/07/13;MPAGO;200.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/07/14;SICREDI;2450.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/07/15;SICREDI;-2245.44;PREBENDA BRUTA;SAÍDAS;ORDINÁRIO;REALIZADO
2025/07/15;MPAGO;-177.78;SOCIAL;SAÍDAS;ORDINÁRIO;REALIZADO
2025/07/15;SICREDI;100.00;SOCIAL;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/07/15;SICREDI;-20000.00;FINANCEIRO;ENTRE CONTAS;ORDINÁRIO;REALIZADO
2025/07/15;AP.SICREDI;20000.00;FINANCEIRO;ENTRE CONTAS;ORDINÁRIO;REALIZADO
2025/07/18;SICREDI;3000.00;CAMPANHAS;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/07/20;MPAGO;-198.96;INFANTIL;SAÍDAS;ORDINÁRIO;REALIZADO
2025/07/20;SICREDI;3970.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/07/20;MPAGO;256.60;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/07/21;SICREDI;-78.36;FINANCEIRO;SAÍDAS;ORDINÁRIO;REALIZADO
2025/07/22;SICREDI;-400.00;FINANCEIRO;SAÍDAS;ORDINÁRIO;REALIZADO
2025/07/22;SICREDI;-3825.00;ALUGUEL;SAÍDAS;ORDINÁRIO;REALIZADO
2025/07/22;SICREDI;3825.00;ALUGUEL;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/07/25;MPAGO;-424.80;INFANTIL;SAÍDAS;ORDINÁRIO;REALIZADO
2025/07/25;MPAGO;-33.95;INFANTIL;SAÍDAS;ORDINÁRIO;REALIZADO
2025/07/25;MPAGO;270.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/07/25;SICREDI;-309.50;LOUVOR;SAÍDAS;ORDINÁRIO;REALIZADO
2025/07/27;SICREDI;1277.62;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/07/27;MPAGO;574.35;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/07/31;AP.MPAGO;305.74;FINANCEIRO;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/07/31;AP.SICREDI;1105.48;FINANCEIRO;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/08/01;SICREDI;6000.00;IBNT;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/08/03;SICREDI;3150.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/08/03;MPAGO;415.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/08/05;SICREDI;-79.00;INFANTIL;SAÍDAS;ORDINÁRIO;REALIZADO
2025/08/05;SICREDI;-100.00;MISSÕES;SAÍDAS;ORDINÁRIO;REALIZADO
2025/08/05;SICREDI;-9746.76;PREBENDA BRUTA;SAÍDAS;ORDINÁRIO;REALIZADO
2025/08/05;MPAGO;-1000.00;FINANCEIRO;ENTRE CONTAS;ORDINÁRIO;REALIZADO
2025/08/05;AP.MPAGO;1000.00;FINANCEIRO;ENTRE CONTAS;ORDINÁRIO;REALIZADO
2025/08/06;SICREDI;3000.00;CAMPANHAS;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/08/10;MPAGO;410.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/08/10;SICREDI;2216.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/08/10;MPAGO;-9.98;BOAS VINDAS;SAÍDAS;ORDINÁRIO;REALIZADO
2025/08/11;MPAGO;-10.70;SOCIAL;SAÍDAS;ORDINÁRIO;REALIZADO
2025/08/13;MPAGO;-200.00;EVENTOS;SAÍDAS;EXTRAORDINÁRIO;REALIZADO
2025/08/14;MPAGO;-36.00;INFANTIL;SAÍDAS;ORDINÁRIO;REALIZADO
2025/08/17;SICREDI;1260.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/08/17;MPAGO;415.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/08/17;MPAGO;-171.56;BOAS VINDAS;SAÍDAS;ORDINÁRIO;REALIZADO
2025/08/18;SICREDI;-2245.44;PREBENDA BRUTA;SAÍDAS;ORDINÁRIO;REALIZADO
2025/08/20;SICREDI;-78.36;FINANCEIRO;SAÍDAS;ORDINÁRIO;REALIZADO
2025/08/22;SICREDI;3825.00;ALUGUEL;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/08/24;SICREDI;810.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/08/24;MPAGO;424.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/08/26;SICREDI;-3825.00;ALUGUEL;SAÍDAS;ORDINÁRIO;REALIZADO
2025/06/30;MPAGO;-400.00;FINANCEIRO;SAÍDAS;ORDINÁRIO;REALIZADO
2025/08/31;SICREDI;2873.02;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/08/31;AP.SICREDI;1248.52;FINANCEIRO;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/08/31;AP.MPAGO;278.56;FINANCEIRO;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/08/31;MPAGO;450.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/09/01;SICREDI;6000.00;IBNT;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/09/02;MPAGO;-100.00;MISSÕES;SAÍDAS;ORDINÁRIO;REALIZADO
2025/09/02;MPAGO;-79.00;INFANTIL;SAÍDAS;ORDINÁRIO;REALIZADO
2025/09/02;SICREDI;1000.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/09/02;SICREDI;3000.00;CAMPANHAS;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/09/03;MPAGO;-105.00;PROJETOS;SAÍDAS;EXTRAORDINÁRIO;REALIZADO
2025/09/07;SICREDI;4430.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/09/07;MPAGO;132.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/09/07;SICREDI;-173.40;LOUVOR;SAÍDAS;ORDINÁRIO;REALIZADO
2025/09/09;SICREDI;-9746.76;PREBENDA BRUTA;SAÍDAS;ORDINÁRIO;REALIZADO
2025/09/12;SICREDI;-100.00;CAPACITAÇÃO;SAÍDAS;EXTRAORDINÁRIO;REALIZADO
2025/09/12;MPAGO;-247.48;CAPACITAÇÃO;SAÍDAS;EXTRAORDINÁRIO;REALIZADO
2025/09/12;MPAGO;-127.52;CAPACITAÇÃO;SAÍDAS;EXTRAORDINÁRIO;REALIZADO
2025/09/12;MPAGO;-691.98;CAPACITAÇÃO;SAÍDAS;EXTRAORDINÁRIO;REALIZADO
2025/09/14;MPAGO;250.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/09/14;SICREDI;1328.00;OFERTAS;ENTRADAS;ORDINÁRIO;REALIZADO
2025/09/16;SICREDI;-2245.44;PREBENDA BRUTA;SAÍDAS;ORDINÁRIO;REALIZADO
2025/09/18;SICREDI;3825.00;ALUGUEL;ENTRADAS;EXTRAORDINÁRIO;REALIZADO
2025/09/19;AP.MPAGO;-206.26;LOUVOR;SAÍDAS;ORDINÁRIO;REALIZADO
2025/09/19;AP.MPAGO;-95.90;LOUVOR;SAÍDAS;ORDINÁRIO;REALIZADO
2025/09/19;AP.MPAGO;-330.88;LOUVOR;SAÍDAS;ORDINÁRIO;REALIZADO
2025/09/19;AP.MPAGO;-497.26;LOUVOR;SAÍDAS;ORDINÁRIO;REALIZADO
2025/09/19;AP.MPAGO;-674.00;LOUVOR;SAÍDAS;ORDINÁRIO;REALIZADO
